id_cliente,DataNascimento,CPF,Nome,Email,Rua,Bairro,Cidade,Estado,CEP,funcional
C12439,1994-05-22,64029317804,Sofia Correia,igorda-paz@uol.com.br,Estação da Cunha,Estrela Do Oriente,Costela de Costa,PR,99666421,F0050
C12440,1987-11-14,32516807902,Srta. Cecília Caldeira,ffernandes@uol.com.br,Sítio de da Mota,Conjunto Taquaril,Freitas Verde,DF,15343947,F0084
C12441,1995-10-31,80123675995,Sr. Vitor Gabriel Barbosa,pedro-miguelbarros@moura.com,Vereda Isaac Silveira,Satelite,Vieira,BA,61448648,F0031
C12442,1965-05-25,58910476249,Enrico Souza,barbarada-conceicao@porto.com,Chácara Cunha,Madri,Barbosa Alegre,RJ,44803854,F0090
C12443,1962-05-21,26317845964,Leonardo da Conceição,cda-cruz@azevedo.com,Residencial de Porto,Vila Santo Antônio Barroquinha,Souza,MG,92653781,F0014
C12444,1992-11-21,74186305226,Cauã da Cunha,calebecorreia@hotmail.com,Lagoa Freitas,Leticia,Ribeiro,PR,80889734,F0046
C12445,1952-03-28,05931472860,Juan Barbosa,vieirajuliana@fernandes.br,Rua Thiago Nunes,João Alfredo,Campos Paulista,PR,51457803,F0038
C12446,1959-02-11,98301675420,Gabrielly Gonçalves,teixeirajoao-gabriel@lopes.com,Viela Barbosa,Vila Puc,Jesus,MG,75419439,F0053
C12447,1950-05-11,96143582700,Natália Jesus,alvesmaria@martins.org,Residencial Alana da Mata,Itatiaia,Nascimento,SP,52931846,F0080
C12448,2005-08-01,28715960340,Dra. Ana Sophia Caldeira,luigida-cruz@hotmail.com,Jardim de Campos,Concórdia,Freitas de da Luz,SP,01493151,F0025
C12449,1967-07-01,16829304598,Juan Pires,mendesyasmin@viana.com,Trecho Farias,Aparecida,Almeida,PE,94947461,F0090
C12450,1983-05-30,42730815635,Marcos Vinicius Costa,ida-paz@rodrigues.net,Quadra Bruna Almeida,Bairro Das Indústrias Ii,Azevedo,RJ,89452339,F0089
C12451,1950-05-29,73458096175,Melissa Barbosa,elisa96@silva.br,Chácara da Rocha,São Francisco Das Chagas,Almeida de Goiás,SC,84416434,F0019
C12452,2000-11-24,28149573097,Isabelly Barbosa,joao-guilhermecampos@sales.br,Colônia Santos,Nova Vista,da Costa,RS,02769113,F0081
C12453,1985-10-15,23768541053,Lara Porto,da-costamarcela@gmail.com,Setor Cardoso,São Francisco Das Chagas,Pinto,CE,36018342,F0032
C12454,1949-07-17,48397520600,Amanda Cunha,ncavalcanti@gmail.com,Pátio Rodrigo Castro,Granja De Freitas,Melo de da Cruz,BA,96919478,F0097
C12455,1960-04-25,60831429704,Enzo Gabriel Oliveira,moraesstephany@yahoo.com.br,Chácara de Nogueira,Independência,Porto do Campo,BA,85973207,F0088
C12456,2003-08-05,96805471249,Davi Luiz Azevedo,bgomes@alves.com,Passarela Caldeira,Alto Barroca,Duarte da Mata,BA,83070729,F0070
C12457,1982-04-30,06895412360,Ana Lívia Teixeira,jesusbenjamin@das.com,Vila de Almeida,Conjunto Califórnia Ii,Cardoso do Norte,DF,04300159,F0074
C12458,1993-01-19,29857640176,Ana Julia Melo,monteirosamuel@pereira.com,Estrada de Castro,Parque São Pedro,da Mata,PE,79464522,F0078
C12459,2006-11-15,08653197230,Maria Fernanda Freitas,henriquepeixoto@novaes.com,Campo de Lopes,Etelvina Carneiro,da Rosa das Pedras,RJ,54323445,F0020
C12460,1963-11-22,68719250401,Caroline Correia,eloah29@bol.com.br,Avenida Alves,Penha,Rezende,RJ,29111423,F0081
C12461,1988-02-08,36741250999,Erick Rocha,pietrolopes@pereira.com,Condomínio Alves,Coração De Jesus,da Cruz de das Neves,SC,59528128,F0011
C12462,1965-02-05,97305264865,Dra. Maria Vitória Cavalcanti,isabellyteixeira@uol.com.br,Lagoa Sofia Mendes,Nazare,Rezende,BA,76378054,F0017
C12463,1960-08-19,47983612591,Marcos Vinicius Martins,evelyn49@uol.com.br,Avenida de Nogueira,Dona Clara,Freitas,RJ,51971180,F0009
C12464,2005-04-05,20794531652,Francisco Pinto,emanuelly27@uol.com.br,Lago Mendes,Jardim Vitoria,Correia,PE,87100570,F0023
C12465,1978-06-18,15470283941,Ryan Correia,thiago11@moura.com,Viela Lopes,Chácara Leonina,Costa de Minas,BA,21903257,F0049
C12466,1954-12-12,32405786117,Caio Almeida,piresmarcela@viana.com,Jardim Cunha,São Marcos,Gomes,MG,30145866,F0021
C12467,1986-10-20,92873650400,Ana Julia Cunha,rpeixoto@uol.com.br,Lagoa Monteiro,São Salvador,Dias das Pedras,BA,00122886,F0081
C12468,1975-01-21,50637984110,Dra. Ana Vitória Moreira,nascimentojoao-pedro@ramos.org,Lago Costela,Boa União 1ª Seção,Pires,PE,73905936,F0070
C12469,1978-04-25,05493187639,Dr. Bryan da Costa,felipe50@silveira.com,Trecho Maria Clara da Mata,Cruzeiro,Azevedo,CE,47414202,F0009
C12470,1987-09-14,59436821042,João Gabriel da Mota,pdias@ig.com.br,Praia de da Costa,Andiroba,Sales,DF,11314115,F0021
C12471,1971-09-24,78541396282,Enzo Barbosa,duartemaria-luiza@rocha.net,Lago João Lucas Moura,Caiçara - Adelaide,da Luz do Galho,CE,76580387,F0026
C12472,1951-10-04,39754081204,Srta. Letícia Dias,rbarros@da.net,Quadra de Lopes,Vila Novo São Lucas,Pires do Oeste,PE,09243511,F0055
C12473,1975-09-15,08437129613,Emanuelly Monteiro,vvieira@ig.com.br,Ladeira Peixoto,Vila Paquetá,Gonçalves Grande,DF,31426081,F0039
C12474,1972-01-15,89657402310,Kaique Silveira,taragao@hotmail.com,Travessa Peixoto,Monte São José,da Rocha,MG,11641653,F0040
C12475,2004-08-08,14682970313,Alexia Viana,matheus54@hotmail.com,Rodovia de Ribeiro,Das Industrias I,Castro,PE,96631270,F0083
C12476,1993-03-17,69508327456,João Castro,mariana26@costa.net,Viela de Moraes,Solimoes,Campos,DF,93252470,F0084
C12477,1956-01-19,27803916422,Esther Monteiro,davi-luccaramos@gmail.com,Fazenda de da Cunha,Pindorama,Moraes,RS,77797493,F0030
C12478,1967-06-21,18397254609,Catarina Araújo,antonio79@hotmail.com,Rodovia Sales,Heliopolis,Cardoso,PE,27267202,F0005
C12479,1949-12-01,17923540888,Stephany Almeida,sophieda-mata@da.com,Largo Luiz Felipe Almeida,Miramar,Barbosa dos Dourados,SP,66619239,F0039
C12480,1950-09-04,36157240890,Cauã Carvalho,da-costacarolina@moura.br,Campo Viana,Lajedo,Cunha,PR,70357302,F0095
C12481,2006-11-12,94685271319,João Gabriel Peixoto,luana97@hotmail.com,Largo de Silveira,Jaqueline,Aragão do Amparo,SP,14472343,F0026
C12482,1981-07-31,83105429760,Henrique Freitas,lucasrodrigues@lima.org,Jardim de Melo,Gameleira,Mendes,PE,83613730,F0020
C12483,1980-06-20,45690823783,Srta. Sophie Melo,galves@ig.com.br,Residencial de Fogaça,Nazare,Monteiro,MG,07511533,F0094
C12484,1998-12-03,03861945215,Maria Sophia Nunes,nascimentobruno@ig.com.br,Sítio Araújo,Nossa Senhora Da Aparecida,Lima,CE,96701528,F0085
C12485,1962-02-27,86701923496,Thales Campos,isadoramonteiro@uol.com.br,Feira Melo,Vila Engenho Nogueira,Nogueira,CE,37867524,F0067
C12486,2002-05-13,15782436964,Leandro Fogaça,urezende@martins.com,Estrada de Santos,Nossa Senhora Aparecida,Pires de Minas,SP,78521857,F0037
C12487,2002-11-19,53047689148,Ana Carolina Cardoso,samuelalmeida@pires.com,Alameda de da Rocha,Nossa Senhora Aparecida,Nunes,RS,97493230,F0027
C12488,2002-02-04,76849123564,Augusto Pinto,yviana@hotmail.com,Rodovia de Azevedo,Mangueiras,Castro Paulista,PE,54421237,F0057
C12489,1975-07-08,24371685919,Isabella Dias,caldeiratheo@farias.br,Aeroporto de Duarte,Vila Calafate,Cardoso,SC,63677007,F0094
C12490,1974-03-21,39478162519,Ana Julia Viana,luccalopes@yahoo.com.br,Viela Manuela Porto,Barroca,Lopes Alegre,SC,30955029,F0079
C12491,1963-06-08,23649015889,Dra. Emanuella Moraes,sofiaribeiro@aragao.br,Esplanada de Teixeira,Vila Califórnia,Alves do Norte,CE,22897656,F0052
C12492,1953-06-17,29470536800,Dra. Letícia da Rocha,maria-clarada-costa@bol.com.br,Morro Maria Eduarda Oliveira,Vila Santa Monica 2ª Seção,Nunes do Campo,RJ,56970133,F0005
C12493,1999-09-04,51039467261,Sr. Benício Moura,ana-julia86@ig.com.br,Passarela Nogueira,São Vicente,Cardoso,DF,89476052,F0079
C12494,1964-07-14,18067243590,Carlos Eduardo Sales,luiz-felipe11@lopes.org,Residencial Raquel Fernandes,Capitão Eduardo,Gomes de Duarte,DF,70188820,F0002
C12495,1969-09-02,89362517400,Caroline Campos,santosbenicio@aragao.com,Feira de Castro,Nova Vista,Rocha Alegre,SC,94244905,F0044
C12496,2003-06-29,40536127808,João Vitor Ferreira,emanuellanunes@uol.com.br,Condomínio das Neves,Santa Monica,Aragão de Freitas,PE,61361794,F0013
C12497,1992-09-25,78362159464,Lívia Pinto,da-pazbianca@uol.com.br,Pátio Santos,Eymard,Souza de Lima,CE,21521136,F0012
C12498,1981-09-26,43201685933,Vinicius Viana,aragaojoaquim@ribeiro.net,Condomínio de Sales,Cônego Pinheiro 1ª Seção,Cardoso,CE,79728861,F0047
C12499,2007-03-27,70812954602,Amanda Nunes,da-luzsarah@da.com,Sítio de Martins,Pousada Santo Antonio,Ramos,RJ,12106445,F0048
C12500,1975-08-25,84601739250,Benício Nogueira,lopesmaysa@da.br,Rua de Lima,Vila Santa Monica 1ª Seção,Souza,RJ,46876910,F0081
C12501,1993-01-08,83509214633,Isis Pereira,clarada-conceicao@sales.net,Distrito de Cavalcanti,Pilar,Dias do Oeste,BA,98313196,F0100
C12502,1976-03-11,38062741931,Sra. Lívia Ramos,joao-vitorvieira@hotmail.com,Fazenda de Rodrigues,Palmeiras,Cavalcanti,MG,74282236,F0048
C12503,1994-07-07,70325486107,Larissa da Luz,wsilveira@hotmail.com,Distrito Luiz Felipe Fogaça,Lindéia,Silveira Alegre,PE,46653012,F0094
C12504,1990-01-03,15076243952,Natália Vieira,sofia36@costa.br,Avenida de Peixoto,Belmonte,Cavalcanti de da Rosa,RJ,75933770,F0091
C12505,1970-11-17,91458627020,Dra. Ana Carolina Teixeira,da-matalara@bol.com.br,Parque Samuel Carvalho,Novo Ouro Preto,Rocha,BA,57948533,F0033
C12506,1958-08-31,94380251624,Lucas Gabriel Ferreira,limaheloisa@yahoo.com.br,Rodovia Freitas,São Salvador,Farias do Amparo,CE,88547459,F0050
C12507,1983-07-10,19042637552,Diego Cunha,joao-lucasribeiro@rodrigues.org,Travessa de Silveira,Pirineus,Costela,SC,86061727,F0081
C12508,1972-08-04,18960234524,Dr. Eduardo Fernandes,mariane46@moreira.com,Vila da Conceição,Trevo,Santos,PR,60560876,F0015
C12509,1974-11-17,94012568370,Dr. Leonardo Costela,bryan97@costela.com,Sítio Luiz Gustavo Jesus,Campo Alegre,Farias,RJ,09488921,F0038
C12510,2006-08-23,49326175006,Rafaela Ramos,barbosaevelyn@uol.com.br,Lago Ferreira,Ouro Preto,Almeida de Duarte,RJ,63189424,F0039
C12511,1957-06-25,27583961491,Pietra Porto,vitor-hugomonteiro@bol.com.br,Avenida Stephany da Luz,Conjunto Floramar,Barbosa,RJ,93491235,F0005
C12512,1975-01-13,83769012577,Helena Rezende,caio24@cavalcanti.net,Fazenda Lopes,Lorena,da Conceição da Praia,CE,33497092,F0031
C12513,1974-08-26,65473892191,Dra. Nina Moraes,cribeiro@da.com,Vereda da Cunha,Conjunto Minas Caixa,Ribeiro Grande,RS,03501354,F0025
C12514,1958-01-24,05796314270,Paulo Cavalcanti,joao48@souza.br,Esplanada da Conceição,Conjunto Capitão Eduardo,Pereira,SC,90437070,F0069
C12515,2003-06-29,34029578179,Sabrina Rodrigues,igor45@moraes.br,Parque da Cruz,Cidade Jardim Taquaril,Cardoso de da Cruz,SP,82908171,F0096
C12516,1951-08-18,50971326452,Sophie Pires,ida-costa@yahoo.com.br,Passarela Ryan Novaes,São Gonçalo,Freitas,RJ,16991330,F0092
C12517,1949-07-03,61095842315,Sarah Nunes,laispeixoto@carvalho.com,Aeroporto Luigi Moura,Pilar,Dias,SC,29564941,F0079
C12518,1988-12-24,65187932012,Pedro Aragão,joanapeixoto@silveira.com,Aeroporto Luiz Felipe Ribeiro,Aguas Claras,Costela,PR,80727121,F0085
C12519,2000-03-16,58072619411,Marina Moreira,monteirodiego@ferreira.com,Estação de Fernandes,São João,Oliveira da Prata,PE,09915344,F0047
C12520,1970-11-01,29134607803,Larissa Alves,ppires@bol.com.br,Via Olivia Fogaça,Cidade Nova,Lopes,PR,03599084,F0068
C12521,1999-06-02,92061374506,Vitor Rezende,kaiquecorreia@gomes.br,Vale Ferreira,Dona Clara,Nascimento,PE,90431478,F0046
C12522,1987-05-27,93802751450,Luiz Felipe da Rocha,xcardoso@mendes.net,Praça Renan Cunha,São Francisco Das Chagas,Gonçalves de Campos,BA,44462458,F0051
C12523,1951-10-30,12956034707,Dra. Stella Cunha,hteixeira@hotmail.com,Loteamento de Cardoso,Vila Independencia 2ª Seção,Cavalcanti,CE,49276079,F0077
C12524,1956-07-06,86724109558,Dr. Calebe Nogueira,sophia76@uol.com.br,Praça Caldeira,Santa Terezinha,Sales,PE,14427206,F0025
C12525,2006-06-07,59678034247,Lavínia Cardoso,nogueirapietra@uol.com.br,Lago de Nascimento,Tiradentes,da Luz,DF,04027418,F0060
C12526,1977-02-22,14230765835,Maria Cecília Silveira,benicio56@costa.br,Residencial de da Mota,Pompéia,Oliveira,PR,17466316,F0036
C12527,1986-04-19,58019372423,Amanda Cavalcanti,fcostela@da.com,Rua de Cunha,Delta,Pires,BA,29757499,F0036
C12528,1963-12-20,61480579300,João Pedro Rocha,marcelaferreira@hotmail.com,Parque de Porto,Grota,Monteiro de Ramos,RJ,83140450,F0056
C12529,1996-11-11,70263495892,Otávio Dias,thomasmoraes@peixoto.org,Quadra Clara Cavalcanti,Lorena,Dias,BA,61637833,F0020
C12530,2004-03-08,14928530705,João Pedro Carvalho,mcavalcanti@ig.com.br,Passarela de Cunha,Vila Engenho Nogueira,Rezende do Campo,MG,45784928,F0066
C12531,1993-05-14,16054937243,Emilly Pinto,jnunes@pires.br,Loteamento Nascimento,São João,Ramos,MG,05279068,F0021
C12532,1967-11-18,56278914328,Enzo Moraes,ucastro@gmail.com,Fazenda Gonçalves,Jardim Atlântico,Araújo de Silveira,SC,99674510,F0052
C12533,1953-12-19,19375820602,Melissa Cardoso,breno62@campos.br,Colônia de Moraes,Santa Sofia,Farias,SP,01997820,F0043
C12534,2003-10-16,36807142544,Ana Beatriz Dias,henrique22@ig.com.br,Avenida Pereira,Guarani,Ribeiro de Alves,PE,86250090,F0084
C12535,2002-07-27,03149825741,Ana Fogaça,laranascimento@uol.com.br,Viela Melo,Calafate,da Cruz de Goiás,PR,29651052,F0054
C12536,1970-10-02,53816297455,Eloah Gomes,anthonydas-neves@bol.com.br,Avenida Diego Moreira,Heliopolis,Porto,PE,54843388,F0097
C12537,1956-03-15,01645937216,Mirella Ramos,vieiramaysa@bol.com.br,Colônia de Duarte,Paulo Vi,Silveira,SP,49451882,F0073
C12538,1975-07-14,76954301299,Dra. Ana Sophia Silva,carolinecampos@lima.net,Passarela Fernandes,Funcionários,Silveira Alegre,MG,19917205,F0033
C12539,1961-09-27,25813406735,João Pedro Costa,qcaldeira@yahoo.com.br,Via Almeida,Vila Jardim Leblon,da Cunha,CE,31129432,F0064
C12540,1958-12-05,80273615912,Evelyn Martins,maria-alice82@cunha.br,Vale de Duarte,Garças,da Cunha,RJ,36463684,F0083
C12541,1988-01-18,42309765180,Benício da Cruz,naraujo@bol.com.br,Lago de da Costa,Santa Sofia,da Paz do Sul,PR,40024310,F0060
C12542,1954-08-05,36840721922,Carolina da Conceição,vitoria43@bol.com.br,Estação de Monteiro,Cruzeiro,Fogaça do Campo,BA,15557116,F0099
C12543,1969-04-21,64175932828,Nathan Sales,rafaela33@moreira.br,Esplanada de Silva,Belvedere,Alves dos Dourados,RJ,69875466,F0006
C12544,1976-10-15,86173029413,Marcela Vieira,da-motarebeca@costa.com,Estrada Isis Melo,Alta Tensão 1ª Seção,Rezende,BA,29277680,F0099
C12545,1970-05-19,52769438182,Dr. Enrico Santos,pietrovieira@lima.br,Sítio de da Luz,Xodo-Marize,Correia das Pedras,PE,35396700,F0055
C12546,2002-03-21,36928045710,Lara Rocha,maria00@novaes.br,Vereda de Rodrigues,Milionario,Jesus das Flores,RJ,79570188,F0045
C12547,1965-09-27,90241735823,Sr. Carlos Eduardo Nascimento,ecardoso@caldeira.com,Trecho Dias,Aguas Claras,Ribeiro de Minas,MG,97965887,F0075
C12548,1991-05-05,37864012922,Maysa Melo,fernando65@silva.br,Morro Bruno Caldeira,Vila Suzana Primeira Seção,Monteiro Grande,DF,44552376,F0086
C12549,2001-05-10,51407832662,Bárbara Teixeira,ana-beatriz01@bol.com.br,Condomínio Caio Rocha,Vila Rica,Rodrigues de Fernandes,RJ,63553086,F0078
C12550,1986-02-01,12036975461,Luana Barbosa,qda-mata@ig.com.br,Esplanada Marcelo Cavalcanti,Novo Tupi,Campos da Praia,BA,36893554,F0004
C12551,1958-03-29,53162098777,Mariana Moura,pedro-miguel32@fogaca.org,Favela Campos,Araguaia,Carvalho,SP,16299022,F0076
C12552,2004-06-28,47195823032,Srta. Júlia Cunha,cazevedo@ig.com.br,Vila Nascimento,Buraco Quente,Peixoto,PE,63791312,F0021
C12553,1963-02-05,28703415635,Lorena Ribeiro,matheusteixeira@ramos.net,Alameda Ana Julia Melo,Nova Cachoeirinha,Silva,SP,52323435,F0051
C12554,1991-02-27,32906451770,Erick Teixeira,catarina53@santos.net,Avenida de da Mata,Lajedo,Vieira,BA,53263490,F0079
C12555,1958-09-27,93056172802,Esther Rocha,luiz-fernandoalves@gmail.com,Sítio de Teixeira,Jardim Vitoria,Gomes,SC,58454205,F0039
C12556,1983-02-23,86420739500,Pedro Henrique Fogaça,rebeca77@porto.com,Chácara Gustavo Henrique Almeida,Vila Madre Gertrudes 1ª Seção,Souza,RJ,91030430,F0014
C12557,1988-02-15,15947862328,Renan da Rosa,gsantos@araujo.com,Núcleo de Viana,Caetano Furquim,Melo,PR,62595852,F0022
C12558,1953-04-06,84562710390,Srta. Maitê Barbosa,thales25@ig.com.br,Vereda de Sales,Vila Inestan,Farias do Sul,SP,44440662,F0021
C12559,1968-07-30,13986042750,Enzo Gabriel Alves,da-pazkevin@hotmail.com,Largo Martins,Vila Nova Gameleira 1ª Seção,da Rosa,RJ,61230976,F0064
C12560,1953-10-01,67942831582,Matheus Costa,araujocalebe@yahoo.com.br,Lagoa de Silveira,Vila Fumec,da Mata de Nogueira,RJ,59187595,F0004
C12561,1953-12-18,83179425628,Vitor Hugo Almeida,luiz-fernando01@ig.com.br,Chácara Nina Santos,Candelaria,Novaes,SC,13195077,F0033
C12562,1973-02-06,04562378956,Emilly Farias,ipereira@araujo.org,Quadra de Teixeira,Piraja,Cardoso,PR,98604995,F0044
C12563,1987-05-16,96812534005,Nina Moreira,caio65@ig.com.br,Lago Lavínia Lima,Campo Alegre,Rezende de Costela,DF,64907886,F0032
C12564,2004-09-04,56028473910,Luana da Rocha,laisda-paz@moreira.com,Campo de Martins,Dom Bosco,Santos Verde,DF,91069483,F0059
C12565,1995-04-26,18952036786,Kaique Mendes,catarina35@ig.com.br,Campo de Lima,Gutierrez,Castro,MG,45097421,F0009
C12566,1959-04-13,27309416813,Sr. Levi Caldeira,jbarbosa@uol.com.br,Sítio Erick Oliveira,Vila Madre Gertrudes 4ª Seção,Costela,RS,85145907,F0033
C12567,1998-10-08,47582631919,Bruna Ferreira,enricocaldeira@moura.com,Estrada Luiz Miguel Silva,Álvaro Camargos,Melo da Mata,RS,31432647,F0077
C12568,1991-12-06,56713248071,Fernando da Luz,fda-conceicao@gmail.com,Colônia Souza,Vila Oeste,Araújo,CE,15285165,F0069
C12569,1995-03-06,14750269867,Stephany Souza,heloisamonteiro@bol.com.br,Viaduto Lopes,Leonina,Rodrigues,SC,93812848,F0066
C12570,2000-04-25,25149306851,Kamilly Rodrigues,kevin66@hotmail.com,Lago Breno da Paz,Zilah Sposito,Rocha do Sul,MG,13336424,F0030
C12571,1969-01-14,14872639022,Dr. Vitor Gabriel da Rocha,bda-conceicao@yahoo.com.br,Feira Erick Souza,Nossa Senhora Aparecida,Jesus Alegre,RJ,18783683,F0098
C12572,1965-04-24,61075439884,Ryan Correia,ian67@silva.br,Campo de Ferreira,Vila Atila De Paiva,Fernandes,BA,31559433,F0011
C12573,1960-04-11,62905438142,Emanuelly Santos,unovaes@barbosa.br,Distrito de Teixeira,Cabana Do Pai Tomás,Azevedo de Costa,DF,39832290,F0041
C12574,1987-01-19,02658714920,Murilo da Mata,vicente93@bol.com.br,Fazenda Stella Pinto,Mangueiras,Gonçalves,RS,22705549,F0037
C12575,1970-11-12,82739506112,Sr. Lucca Dias,ycavalcanti@hotmail.com,Fazenda Freitas,Conjunto Jatoba,Melo,RJ,86104054,F0094
C12576,1966-04-17,83926014598,Raquel Ramos,caio15@jesus.br,Trecho de Ferreira,Colégio Batista,Moraes,RS,75411397,F0039
C12577,1977-05-17,83107659401,Daniela Costela,ufarias@da.br,Conjunto Isadora Viana,Belmonte,Pires,PR,14240564,F0072
C12578,1953-11-30,67104825371,Elisa Correia,ribeiroisabelly@ig.com.br,Chácara Laura Caldeira,Alto Das Antenas,Souza das Pedras,RJ,85565043,F0010
C12579,1973-02-16,19463028560,Gustavo Henrique Correia,ana-claracardoso@gmail.com,Núcleo Bruna Cunha,Granja De Freitas,Moraes,CE,61122106,F0010
C12580,1960-02-25,08275613426,Srta. Lara Vieira,noah79@hotmail.com,Trecho Yuri Freitas,Nova Esperança,Lopes das Pedras,DF,65230763,F0043
C12581,1953-08-12,82490753150,Raul Aragão,luiza89@vieira.com,Fazenda Maria Fernanda da Cunha,Vila Ipiranga,Azevedo,BA,06102359,F0024
C12582,1982-10-05,35026794874,Levi Correia,xda-mota@bol.com.br,Ladeira de Sales,Vila Petropolis,da Rosa da Serra,MG,24829484,F0048
C12583,1950-07-08,73450861948,Rodrigo da Mota,ana-clarapinto@yahoo.com.br,Passarela Sophia Viana,Carlos Prates,Vieira do Campo,RS,38522456,F0078
C12584,1985-09-17,81654029351,Evelyn Nogueira,cunhaalexia@fogaca.br,Feira de Pires,Virgínia,Fogaça,DF,21610734,F0072
C12585,1964-08-09,59813260424,Júlia Fernandes,pintoigor@yahoo.com.br,Jardim de Campos,Maria Virgínia,Fernandes Grande,RJ,22379295,F0082
C12586,1964-06-19,79653840274,Sra. Mirella Pires,luccada-rocha@ribeiro.br,Passarela Levi Gomes,Buraco Quente,Lima,SC,99806395,F0096
C12587,1999-10-01,47830296103,João Felipe Melo,goncalvescarlos-eduardo@silva.com,Favela Rezende,Vila Santo Antônio Barroquinha,Araújo,BA,33885995,F0023
C12588,2004-01-14,92607815401,Bruna Azevedo,mourajulia@ig.com.br,Estação de Cavalcanti,Vila Ouro Minas,Rodrigues,SP,12534115,F0036
C12589,1965-09-23,34519760216,Beatriz Jesus,vicente50@caldeira.com,Distrito Maria Clara Costela,Vale Do Jatoba,Rezende,DF,37064993,F0096
C12590,1983-01-28,37085296186,Marcela das Neves,joao-miguelda-mota@ig.com.br,Loteamento de Farias,Novo Glória,Almeida do Oeste,RJ,58401728,F0062
C12591,1957-05-08,54187309241,Kevin da Luz,icosta@gmail.com,Passarela de Oliveira,Pedreira Padro Lopes,Nunes,PR,28389533,F0043
C12592,1958-12-17,82907415379,Bruna Cardoso,sophie02@uol.com.br,Lago de Almeida,Boa União 1ª Seção,Souza das Flores,PE,94217784,F0075
C12593,1972-01-06,58609321703,Stephany da Rosa,kteixeira@da.br,Vale Lima,São Bernardo,Moraes,RS,32059179,F0007
C12594,1999-01-17,96127845076,Sr. Vitor Hugo Farias,joao-pedro70@bol.com.br,Estrada André Peixoto,Grota,Oliveira das Flores,SP,93164838,F0094
C12595,1995-06-02,70892431687,Catarina Rodrigues,liviacarvalho@hotmail.com,Rua Pinto,Confisco,da Cunha de Pinto,PR,70896656,F0100
C12596,1962-11-20,51390726452,Breno Duarte,olivia53@ig.com.br,Ladeira Marcos Vinicius Cavalcanti,Vila Antena,Mendes,PE,09756334,F0070
C12597,1970-10-18,26891750377,Bernardo Barros,ydas-neves@cavalcanti.com,Rua de Moraes,Lagoa,Farias,SC,07186905,F0005
C12598,1972-10-25,58927306465,Eduarda Freitas,marianacaldeira@jesus.com,Chácara Levi da Rocha,Leticia,da Rosa,SC,89830404,F0070
C12599,2004-09-17,57321806995,Pedro Lucas Rezende,pereiramaria-sophia@farias.org,Rodovia de Pereira,Vila Mangueiras,Caldeira,PR,94434979,F0063
C12600,1959-05-26,97058361401,Marcos Vinicius Pinto,afarias@yahoo.com.br,Fazenda Ana Beatriz Aragão,Barroca,Cardoso dos Dourados,CE,74548745,F0018
C12601,1979-11-21,68057241985,Srta. Ana Clara Lopes,azevedoemanuella@hotmail.com,Aeroporto Milena Fernandes,Vila São Rafael,Silveira da Praia,SC,11690804,F0062
C12602,1998-02-16,40682973556,Luiz Henrique Cardoso,salesluiza@yahoo.com.br,Estação Caldeira,São José,Gomes da Serra,RS,85382704,F0012
C12603,1967-07-12,62348197022,Sr. Nathan Carvalho,ryanpinto@aragao.net,Praia Esther das Neves,Barreiro,da Conceição do Campo,PR,23372916,F0058
C12604,1960-12-11,91346285764,Gabrielly Silva,davi50@mendes.org,Área de Cavalcanti,Maria Helena,Azevedo,MG,54748668,F0033
C12605,1962-12-20,98724136069,Pedro Henrique Farias,mariane88@monteiro.com,Recanto Souza,Camponesa 1ª Seção,Barbosa,RS,31405386,F0033
C12606,1995-07-10,02198456702,Letícia Pinto,inascimento@goncalves.org,Aeroporto André Farias,Caiçaras,Ramos,CE,69296345,F0064
C12607,1951-03-06,92841375609,Benjamin Cavalcanti,vinicius93@sales.br,Rodovia Levi das Neves,Marieta 2ª Seção,Gomes de Monteiro,RJ,71978228,F0056
C12608,1964-11-12,15869247373,Dr. Thales Nogueira,maria-alice90@bol.com.br,Setor Bernardo Rocha,Nossa Senhora Aparecida,Viana das Flores,SP,68300342,F0068
C12609,1998-09-08,24103689560,Theo Moura,aazevedo@hotmail.com,Distrito Lucas Rezende,Floramar,Lima,RS,60012417,F0073
C12610,2003-06-07,62453081942,Luiz Felipe Cardoso,franciscocostela@uol.com.br,Campo Carvalho,São Damião,Azevedo,BA,04745015,F0085
C12611,1952-11-04,40257389105,Ian Barros,dfarias@uol.com.br,Trevo Felipe Carvalho,Urca,Ferreira Verde,RJ,75786113,F0052
C12612,1955-04-06,50169843289,Luiz Fernando Cardoso,qpinto@barros.br,Favela de Castro,Nossa Senhora Da Aparecida,Lima,SC,04028156,F0061
C12613,1987-04-06,54107692361,Marcelo Silveira,antonio09@ig.com.br,Setor Rezende,Santa Efigênia,Ramos das Flores,PE,70427198,F0045
C12614,2002-09-04,30872641562,Juliana Peixoto,da-cruzana-sophia@gmail.com,Praia Amanda das Neves,Piraja,Aragão,RJ,29793640,F0026
C12615,1993-06-05,34708521626,Letícia Rezende,bda-paz@ramos.br,Viela da Paz,Santa Amelia,da Luz de Minas,PR,00961258,F0023
C12616,1993-04-16,14782056362,Lavínia Sales,giovannafreitas@ig.com.br,Chácara Oliveira,Olaria,Oliveira,MG,30242888,F0079
C12617,1969-12-29,18032769595,Sra. Esther da Cunha,danilosales@barbosa.com,Feira Fogaça,Luxemburgo,da Rosa,DF,91360752,F0033
