num_conta,TipoConta,Saldo,DataAbertura
AC17510933,Conta Corrente,6808.12,2022-03-16
AC29905097,Conta Pagamento,4591.82,2023-12-20
AC86903020,Conta Pagamento,3766.1,2023-05-22
AC57155367,Conta Corrente,5010.05,2022-09-20
AC16504697,Conta Digital,1283.22,2021-07-05
AC37830216,Conta Pagamento,2975.15,2021-03-22
AC88788900,Conta Digital,6237.47,2022-03-28
AC16374529,Conta Pagamento,2322.04,2021-11-22
AC40212246,Conta Corrente,5742.57,2022-07-24
AC96727860,Conta Digital,17578.11,2023-02-20
AC93665294,Conta Pagamento,13152.52,2023-11-08
AC26366688,Conta Digital,9649.04,2023-12-25
AC52023951,Conta Pagamento,134.04,2021-11-13
AC37675354,Conta Pagamento,606.36,2022-12-10
AC74453495,Conta Corrente,5231.78,2023-03-14
AC23832963,Conta PJ,5404.38,2023-03-21
AC80745030,Conta Digital,3966.72,2023-06-02
AC27206908,Conta Corrente,11583.7,2023-09-10
AC15889464,Conta Pagamento,2746.15,2021-06-20
AC22872954,Conta Pagamento,16123.76,2023-07-07
AC77952364,Conta Pagamento,3429.4,2022-02-08
AC13028140,Conta Digital,1223.53,2022-01-16
AC68135357,Conta Digital,2552.09,2021-09-02
AC88338212,Conta Pagamento,4873.09,2022-04-21
AC22962985,Conta Corrente,3151.08,2022-04-11
AC61521145,Conta Pagamento,63.42,2021-06-21
AC35004457,Conta Digital,18434.89,2023-12-25
AC19876326,Conta Pagamento,2717.44,2022-05-12
AC18388639,Conta Pagamento,2124.98,2021-01-27
AC43431054,Conta Digital,7347.08,2022-02-13
AC55007786,Conta Digital,5037.99,2022-11-23
AC71220555,Conta Digital,9852.66,2023-04-11
AC37394936,Conta PJ,4147.77,2022-03-18
AC94023197,Conta PJ,12469.21,2023-08-12
AC57812320,Conta Corrente,1321.35,2022-01-24
AC39956229,Conta PJ,1989.25,2022-06-07
AC29791269,Conta Corrente,6970.29,2022-11-17
AC11530503,Conta Pagamento,2802.26,2022-08-13
AC98771696,Conta Pagamento,2417.2,2023-03-19
AC29430477,Conta Corrente,2830.22,2021-02-15
AC23872549,Conta Corrente,9464.86,2023-02-09
AC20965290,Conta Corrente,4668.17,2022-10-28
AC91812155,Conta Pagamento,2815.94,2021-04-17
AC23804661,Conta Corrente,9742.92,2022-04-07
AC18741014,Conta Corrente,5587.14,2022-08-28
AC62516020,Conta Pagamento,6923.36,2022-05-25
AC61005415,Conta PJ,9254.64,2022-09-20
AC78050766,Conta Corrente,4206.07,2022-02-26
AC94186770,Conta Pagamento,261.27,2021-04-11
AC97077304,Conta Corrente,2466.57,2021-06-27
AC45384534,Conta Corrente,2114.24,2022-12-04
AC12052038,Conta PJ,3245.45,2022-04-05
AC19383074,Conta Corrente,6670.72,2023-11-03
AC80745292,Conta Pagamento,1051.75,2021-01-13
AC23828800,Conta Pagamento,2698.0,2021-01-08
AC68735876,Conta Corrente,14596.34,2023-04-28
AC69205203,Conta Digital,2540.67,2021-06-09
AC84038129,Conta Corrente,623.51,2021-05-07
AC47831977,Conta Digital,2800.37,2021-02-19
AC99422895,Conta Corrente,4042.99,2023-10-08
AC46298840,Conta Pagamento,5571.04,2022-08-15
AC22953684,Conta Pagamento,645.94,2022-07-25
AC54908396,Conta Corrente,4062.58,2022-02-18
AC77325735,Conta Pagamento,5752.94,2022-01-17
AC94400163,Conta Pagamento,2985.96,2022-08-04
AC43784265,Conta PJ,5363.25,2022-06-21
AC29612870,Conta Pagamento,1592.6,2022-04-06
AC49458871,Conta Corrente,2804.63,2021-01-12
AC52821957,Conta Corrente,9822.26,2023-04-04
AC17202215,Conta Digital,2139.73,2022-03-08
AC96299794,Conta Corrente,5632.26,2022-08-27
AC91506834,Conta Pagamento,1206.01,2023-04-20
AC85279746,Conta Digital,6349.08,2022-06-01
AC32505454,Conta Pagamento,3107.29,2022-08-14
AC11362711,Conta Corrente,7695.99,2023-10-01
AC81737590,Conta Corrente,9846.3,2022-12-13
AC76939780,Conta Digital,2655.85,2022-04-17
AC85840822,Conta PJ,2730.06,2021-05-08
AC78982244,Conta Digital,7986.78,2022-12-05
AC85197123,Conta Corrente,1083.49,2021-10-23
AC15190825,Conta Digital,172.31,2021-03-09
AC59505264,Conta PJ,1333.41,2021-04-23
AC17542278,Conta Digital,9767.39,2023-05-23
AC46212029,Conta Corrente,3327.57,2022-08-09
AC70423336,Conta Pagamento,7892.92,2022-09-19
AC66458781,Conta Digital,6287.16,2022-02-17
AC20235440,Conta Pagamento,4516.42,2022-08-06
AC56823619,Conta Corrente,1436.0,2022-12-16
AC23014599,Conta Pagamento,484.13,2021-03-25
AC70613603,Conta Corrente,6313.24,2022-04-12
AC16526618,Conta Corrente,10236.84,2023-09-06
AC92972298,Conta Pagamento,12899.67,2023-07-22
AC27408708,Conta Pagamento,9477.52,2022-04-28
AC40325189,Conta Digital,2963.4,2021-04-28
AC16637969,Conta Corrente,1355.96,2021-03-06
AC23022798,Conta Pagamento,1602.39,2022-01-09
AC79598353,Conta Corrente,19570.0,2023-11-04
AC15274573,Conta Pagamento,2891.69,2022-08-17
AC84288012,Conta Pagamento,4215.9,2023-02-18
AC98874316,Conta Corrente,9079.96,2022-03-10
AC11441529,Conta Corrente,10727.22,2023-09-11
AC61442852,Conta Pagamento,11721.25,2023-01-14
AC91473641,Conta Pagamento,6151.64,2022-11-28
AC25003770,Conta Pagamento,9471.72,2022-10-06
AC60188458,Conta Corrente,9648.23,2022-05-20
AC72224629,Conta Corrente,677.49,2021-08-02
AC32321324,Conta Digital,2154.37,2021-01-08
AC54136285,Conta Pagamento,1169.0,2021-09-05
AC23271417,Conta Corrente,1244.27,2021-04-17
AC79259533,Conta Pagamento,9056.61,2022-08-19
AC21497980,Conta PJ,15464.23,2023-02-20
AC43787349,Conta PJ,6411.59,2023-02-21
AC20618030,Conta Pagamento,185.3,2021-06-25
AC53390135,Conta Pagamento,5329.46,2022-10-16
AC88159733,Conta Corrente,365.89,2021-01-25
AC47525494,Conta Pagamento,6768.95,2023-11-12
AC85518922,Conta Pagamento,8205.52,2023-08-17
AC23172825,Conta Corrente,18068.29,2023-06-15
AC76319300,Conta Pagamento,2580.35,2023-02-11
AC12546700,Conta Digital,7296.28,2022-08-15
AC17786107,Conta Digital,2456.96,2021-11-19
AC89290109,Conta Corrente,7185.53,2022-01-15
AC53002376,Conta Corrente,8617.85,2022-12-13
AC62507535,Conta Pagamento,1856.23,2022-02-12
AC12544355,Conta Pagamento,570.49,2021-05-26
AC82979950,Conta Pagamento,2353.37,2023-11-20
AC34860528,Conta Digital,2540.78,2021-11-12
AC73912591,Conta Corrente,14678.37,2023-09-19
AC53577735,Conta Corrente,6410.72,2022-08-23
AC94385287,Conta Corrente,997.01,2022-07-01
AC45514375,Conta Pagamento,5267.31,2022-12-01
AC42981772,Conta PJ,1216.84,2022-10-01
AC83962464,Conta Corrente,6526.12,2022-07-23
AC97642215,Conta Corrente,1506.16,2021-07-22
AC58136550,Conta Corrente,758.47,2021-03-28
AC69704285,Conta Corrente,1583.46,2022-03-27
AC17738596,Conta Pagamento,1619.67,2021-05-09
AC98694274,Conta Pagamento,9650.43,2022-02-26
AC73029733,Conta PJ,4560.0,2022-11-21
AC87408104,Conta PJ,10790.02,2023-10-17
AC28005262,Conta Digital,5245.64,2022-01-07
AC51382340,Conta Corrente,2536.25,2021-02-12
AC46288253,Conta Corrente,2828.51,2022-11-14
AC94405959,Conta Pagamento,1447.76,2023-04-12
AC82378200,Conta Corrente,2233.66,2022-02-04
AC87220928,Conta Pagamento,2721.49,2021-08-07
AC41884318,Conta Corrente,2888.55,2022-04-11
AC15932273,Conta Corrente,6146.61,2022-01-06
AC46305076,Conta Pagamento,10980.7,2023-02-28
AC32453942,Conta Digital,8369.8,2022-04-01
AC46049656,Conta Pagamento,9669.17,2023-11-02
AC68311507,Conta Corrente,9233.0,2022-05-27
AC27432848,Conta Corrente,1560.75,2021-05-05
AC54520651,Conta Pagamento,8270.23,2022-08-08
AC28942232,Conta Pagamento,2411.07,2021-07-24
AC55770750,Conta Corrente,1190.97,2021-07-26
AC60013334,Conta Corrente,863.99,2021-04-18
AC58101885,Conta Corrente,6661.71,2022-12-25
AC88618944,Conta Digital,5869.03,2022-07-27
AC77176709,Conta Corrente,6281.37,2022-03-03
AC76365610,Conta Corrente,1966.71,2021-05-18
AC44554273,Conta Pagamento,1774.32,2022-07-24
AC70845533,Conta Corrente,1654.51,2022-03-02
AC11369004,Conta Corrente,1810.78,2021-05-27
AC10336449,Conta Corrente,5733.95,2022-11-24
AC96153530,Conta Pagamento,3035.33,2023-06-25
AC95769491,Conta Pagamento,3650.86,2022-12-19
AC53065996,Conta Pagamento,6712.15,2022-10-24
AC98924814,Conta Digital,17846.01,2023-04-20
AC95375708,Conta Corrente,4911.51,2022-04-19
AC52610125,Conta Corrente,15415.41,2023-10-10
AC60097597,Conta Digital,1430.06,2022-07-05
AC61138702,Conta Corrente,7924.54,2023-01-26
AC52559904,Conta Pagamento,4499.11,2022-06-04
AC74799752,Conta Corrente,6404.17,2023-09-10
AC83940153,Conta Corrente,1434.52,2021-02-26
AC53448858,Conta Corrente,1674.48,2022-03-17
AC23432212,Conta Digital,8596.92,2022-07-11
AC49197864,Conta Corrente,8732.39,2022-10-03
AC31401067,Conta Pagamento,11306.99,2023-06-26
AC48723731,Conta Digital,6489.04,2022-06-04
AC53678470,Conta Corrente,2977.53,2021-02-02
AC80520642,Conta Corrente,1224.91,2021-01-15
AC91031385,Conta Corrente,18904.16,2023-04-11
AC85196141,Conta PJ,3485.54,2022-07-28
AC54190197,Conta Digital,12533.47,2023-12-24
AC62278007,Conta Pagamento,8558.57,2022-10-08
AC39185724,Conta Corrente,9471.51,2023-01-02
AC50220039,Conta Pagamento,2452.42,2022-06-14
AC43857043,Conta Corrente,348.08,2021-05-15
AC11013411,Conta Pagamento,7927.1,2023-09-27
AC39704319,Conta Pagamento,1722.41,2021-10-24
AC85288128,Conta Corrente,1549.77,2022-04-04
AC50855169,Conta Corrente,2549.37,2021-02-25
AC18811192,Conta Pagamento,8437.34,2022-01-05
AC47069290,Conta Pagamento,1952.72,2022-09-20
AC88290628,Conta Pagamento,2081.17,2021-07-25
AC51133382,Conta Digital,2332.04,2021-02-16
AC38481504,Conta Pagamento,1961.57,2021-01-26
AC42301815,Conta Corrente,2672.84,2022-02-28
AC65282763,Conta Pagamento,4663.46,2022-02-25
AC55141316,Conta Corrente,9289.19,2022-03-23
AC81591803,Conta Pagamento,6330.0,2022-09-10
AC37960161,Conta Corrente,9833.87,2022-02-20
AC92699621,Conta Pagamento,9193.01,2022-04-13
AC55590463,Conta Corrente,9590.21,2022-03-12
AC64109319,Conta Corrente,7946.4,2022-01-26
AC50141210,Conta PJ,2325.6,2021-05-18
AC57454716,Conta Pagamento,121.71,2021-12-28
AC92995595,Conta Pagamento,1215.59,2021-11-06
AC78347458,Conta PJ,2085.61,2021-05-08
AC91507598,Conta PJ,12320.01,2023-01-25
AC30980730,Conta Corrente,2478.69,2022-09-27
AC99537005,Conta Corrente,3184.14,2022-03-04
AC91636698,Conta PJ,5023.93,2022-02-10
AC31958478,Conta PJ,6092.81,2022-10-12
AC99992034,Conta Pagamento,3255.42,2022-09-28
AC55514527,Conta Corrente,6126.34,2022-11-25
AC90387686,Conta Pagamento,1309.55,2021-08-28
AC96140019,Conta Corrente,1467.16,2022-10-25
AC17792859,Conta Pagamento,7452.2,2023-01-01
AC99967850,Conta PJ,3263.14,2023-02-16
AC48091525,Conta PJ,3144.66,2022-08-19
AC39870383,Conta Corrente,474.3,2021-02-05
AC33369864,Conta Pagamento,3600.33,2022-09-11
AC48722213,Conta Corrente,1492.41,2022-11-15
AC65539078,Conta PJ,2263.34,2022-07-14
AC12246104,Conta Pagamento,17958.42,2023-03-16
AC13256638,Conta Corrente,18415.96,2023-09-27
AC45156030,Conta Corrente,1245.75,2022-07-26
AC72747369,Conta Pagamento,5565.22,2022-10-12
AC49695579,Conta Corrente,12643.97,2023-11-04
AC46044238,Conta Corrente,1242.46,2021-09-06
AC99288012,Conta Corrente,1292.12,2021-09-08
AC29364016,Conta Corrente,802.46,2022-09-21
AC94161960,Conta Corrente,3744.22,2022-04-08
AC84945347,Conta Corrente,1881.3,2022-05-11
AC78742767,Conta Corrente,1693.91,2022-06-05
AC37707635,Conta Corrente,3967.92,2022-11-10
AC26684178,Conta Corrente,1153.64,2023-07-23
AC42270744,Conta Pagamento,3370.93,2022-02-12
AC86641783,Conta Corrente,15389.78,2023-03-09
AC48089106,Conta Digital,5758.12,2022-10-27
AC23081203,Conta Corrente,2223.85,2022-08-28
AC49801223,Conta Pagamento,2043.11,2021-12-27
AC98240622,Conta Corrente,10221.99,2023-11-28
AC67355894,Conta Pagamento,1406.73,2022-04-20
AC46833283,Conta Corrente,315.79,2021-05-25
AC23461855,Conta Corrente,19722.72,2023-06-14
AC42010830,Conta PJ,5979.52,2023-07-18
AC82944914,Conta Corrente,1472.25,2022-02-01
AC22828489,Conta Corrente,7144.69,2022-10-01
AC66406091,Conta Pagamento,7470.28,2022-06-07
AC71700347,Conta PJ,9583.51,2022-09-06
AC96600892,Conta Corrente,8182.74,2023-04-17
AC92998507,Conta Corrente,2672.87,2023-10-27
AC48619730,Conta Corrente,2633.41,2021-11-22
AC23290165,Conta Corrente,1858.77,2021-06-09
AC85786494,Conta Digital,8940.47,2022-04-06
AC45114058,Conta Digital,1755.34,2022-01-05
AC11722612,Conta Corrente,9514.92,2023-10-15
AC98643736,Conta Digital,4514.15,2022-01-01
AC66091656,Conta Pagamento,7056.59,2022-05-02
AC61288950,Conta Pagamento,1425.1,2021-05-21
AC27884426,Conta Digital,19242.91,2023-12-20
AC15782745,Conta PJ,2227.1,2021-05-14
AC68953723,Conta Corrente,695.91,2021-09-14
AC92973323,Conta Corrente,2162.39,2022-06-19
AC51952260,Conta Pagamento,6851.42,2022-12-09
AC86258124,Conta PJ,9488.49,2022-11-02
AC57671637,Conta Corrente,16445.85,2023-09-16
AC15191875,Conta Pagamento,361.74,2021-07-05
AC17665636,Conta PJ,710.55,2021-04-19
AC75878587,Conta Digital,2154.24,2021-12-06
AC87949204,Conta Pagamento,1380.51,2023-06-18
AC10583725,Conta Pagamento,15128.16,2023-04-23
AC54335619,Conta Corrente,6978.96,2023-08-02
AC52751043,Conta Corrente,18519.15,2023-11-23
AC38687318,Conta Corrente,5940.64,2022-01-02
AC20215247,Conta Pagamento,1296.33,2022-11-15
AC19147526,Conta Corrente,2950.39,2022-05-20
AC91400306,Conta Pagamento,8927.82,2023-05-02
AC44449381,Conta Pagamento,14344.09,2023-07-23
AC40810582,Conta Pagamento,18245.27,2023-07-27
AC57219120,Conta Digital,2806.04,2022-09-18
AC20857427,Conta Corrente,2323.37,2022-01-01
AC82405525,Conta Digital,9535.83,2022-03-08
AC15972975,Conta Corrente,3281.61,2022-02-18
AC43432513,Conta Corrente,2282.5,2023-06-09
AC15337973,Conta Digital,3983.31,2022-10-01
AC73066621,Conta Corrente,4541.79,2023-10-11
AC20419846,Conta PJ,5498.71,2023-05-05
AC60936199,Conta Corrente,7628.62,2022-01-15
AC87456181,Conta Corrente,2670.24,2021-03-02
AC55744876,Conta Pagamento,14386.59,2023-11-01
AC33954290,Conta Pagamento,3778.52,2022-10-13
AC84007084,Conta Corrente,6369.79,2023-02-05
AC84638849,Conta Corrente,10825.64,2023-07-08
AC26923867,Conta Corrente,4114.45,2022-09-02
AC82100305,Conta Pagamento,2504.82,2021-12-06
AC31404374,Conta Pagamento,9273.04,2023-06-23
AC95970013,Conta Pagamento,2381.91,2021-08-02
AC20345570,Conta Pagamento,1559.7,2021-08-23
AC28596179,Conta Corrente,5210.09,2022-10-21
AC69222687,Conta Pagamento,858.24,2022-07-03
AC43234833,Conta Digital,7730.93,2022-05-25
AC44993297,Conta Pagamento,1913.78,2021-10-18
AC15355103,Conta Corrente,811.93,2022-11-05
AC70832537,Conta Digital,2787.53,2022-04-22
AC32143414,Conta Corrente,7399.79,2022-01-09
AC86305284,Conta Pagamento,10962.21,2023-05-15
AC18537537,Conta Digital,10944.95,2023-02-20
AC33355010,Conta Pagamento,2232.96,2023-09-27
AC93824638,Conta Corrente,17036.48,2023-09-10
AC52753795,Conta Corrente,1664.64,2022-12-15
AC93945445,Conta Digital,2750.6,2021-03-11
AC70897360,Conta Corrente,16153.15,2023-04-15
AC23907088,Conta Pagamento,1406.03,2021-09-10
AC16611834,Conta Corrente,1137.81,2021-12-06
AC21418833,Conta Corrente,1439.22,2022-08-21
AC30602237,Conta Digital,19121.58,2023-04-09
AC75384631,Conta Corrente,8574.07,2023-07-24
AC48272748,Conta PJ,4987.55,2022-05-10
AC66999925,Conta Pagamento,1196.68,2021-10-26
AC10964528,Conta Pagamento,182.84,2021-03-22
AC60974486,Conta Corrente,19951.83,2023-10-28
AC88796987,Conta Corrente,18547.42,2023-01-09
AC93899443,Conta Pagamento,870.71,2022-11-23
AC83381310,Conta Pagamento,3224.17,2022-01-28
AC85912514,Conta Corrente,9234.74,2022-09-13
AC41407250,Conta Corrente,5827.8,2022-09-16
AC68144768,Conta Pagamento,2662.69,2022-05-23
AC42411121,Conta Digital,983.23,2021-03-07
AC68859612,Conta Pagamento,11019.56,2023-01-01
AC79760486,Conta Corrente,6990.4,2022-09-24
AC12735632,Conta Corrente,4928.12,2022-06-27
AC43084719,Conta Corrente,18433.74,2023-11-15
AC95634660,Conta Digital,7726.05,2023-05-27
AC58333356,Conta Corrente,8124.1,2022-04-14
AC40841697,Conta Corrente,2545.22,2021-02-10
AC67850616,Conta Digital,3044.57,2022-11-11
AC13477564,Conta PJ,5161.32,2022-06-04
AC19618516,Conta Corrente,14096.87,2023-03-18
AC30054862,Conta Pagamento,2054.5,2022-02-22
AC33051898,Conta Pagamento,6061.4,2022-01-12
AC85623404,Conta Pagamento,2488.05,2021-08-03
AC29083537,Conta Pagamento,19223.32,2023-10-12
AC53211607,Conta Corrente,12845.79,2023-09-05
AC20143675,Conta PJ,1388.55,2021-03-07
AC16945330,Conta Corrente,4787.41,2022-05-02
AC58926405,Conta PJ,2557.03,2021-05-15
AC13158656,Conta Digital,9300.12,2022-04-04
AC24839348,Conta Corrente,10337.82,2023-05-07
AC56114178,Conta Corrente,1736.14,2021-03-13
AC31013281,Conta PJ,800.71,2022-10-11
AC98875591,Conta Digital,1827.91,2021-03-12
AC99228051,Conta Corrente,8196.53,2023-11-23
AC81141979,Conta Corrente,9839.94,2022-03-21
AC30036194,Conta Corrente,9934.03,2023-04-02
AC97166352,Conta Corrente,3010.88,2023-08-12
AC70364013,Conta Corrente,3730.26,2022-04-28
AC14982806,Conta Corrente,1017.83,2023-09-06
AC18801500,Conta Digital,343.48,2021-10-07
AC33622194,Conta Pagamento,16914.66,2023-08-18
AC47647193,Conta Corrente,2676.95,2021-01-27
AC89094397,Conta Corrente,16150.37,2023-02-10
AC57125972,Conta Pagamento,9399.35,2022-10-04
AC69885150,Conta Corrente,7388.72,2022-08-13
AC63237605,Conta Corrente,9642.67,2022-09-12
AC71069076,Conta Corrente,4540.28,2022-04-25
AC44723550,Conta Corrente,7965.16,2023-05-04
AC59818303,Conta PJ,6207.39,2022-09-16
AC38962808,Conta Digital,8096.6,2022-01-03
AC88255349,Conta Pagamento,9580.41,2023-10-16
AC91071634,Conta Pagamento,1270.03,2023-09-06
AC22532961,Conta Pagamento,6971.4,2022-09-08
AC96387536,Conta Corrente,3271.18,2022-06-22
AC65971742,Conta Digital,12530.13,2023-07-05
AC90874022,Conta Corrente,7573.83,2022-11-24
AC56175082,Conta PJ,1488.4,2023-04-28
AC24890858,Conta Corrente,9978.48,2022-03-07
AC66039110,Conta PJ,5774.07,2022-05-21
AC62897228,Conta Digital,471.13,2021-11-26
AC58468721,Conta Digital,6285.67,2022-10-21
AC14914974,Conta Corrente,9579.31,2022-10-22
AC60701925,Conta PJ,2068.92,2021-09-15
AC13814601,Conta Digital,2752.17,2021-06-04
AC14836600,Conta Pagamento,10953.33,2023-12-18
AC58429731,Conta Digital,3702.22,2022-05-24
AC13109677,Conta PJ,6546.92,2022-01-26
AC94739743,Conta Corrente,3836.0,2023-11-17
AC35428502,Conta Corrente,2377.38,2021-02-12
AC84856504,Conta Corrente,6165.95,2022-11-20
AC54332136,Conta Pagamento,12123.88,2023-05-10
AC40308118,Conta Pagamento,1077.34,2021-12-12
AC31493250,Conta Digital,3290.14,2022-04-26
AC68359103,Conta PJ,17967.46,2023-07-03
AC71959414,Conta Digital,5739.32,2022-04-25
AC80990783,Conta Corrente,2474.21,2021-11-23
AC66867833,Conta Pagamento,5924.27,2022-05-07
AC47459487,Conta Digital,6288.99,2022-04-18
AC56713799,Conta Pagamento,18357.79,2023-08-12
AC41739889,Conta Pagamento,8355.71,2022-08-19
AC13160680,Conta Corrente,2642.13,2023-05-09
AC57323791,Conta PJ,2977.3,2023-08-22
AC66478687,Conta Digital,2448.47,2022-01-17
AC85056159,Conta Corrente,4230.36,2023-02-21
AC49646333,Conta Pagamento,8570.61,2022-12-21
AC13091123,Conta Corrente,2322.94,2022-09-27
AC38372058,Conta Corrente,6653.43,2022-10-08
AC50105539,Conta Digital,3293.82,2022-09-02
AC57665675,Conta PJ,10678.28,2023-03-14
AC63732220,Conta Digital,10351.94,2023-01-17
AC84594670,Conta PJ,4029.57,2022-04-07
AC21008494,Conta PJ,1003.32,2021-10-21
AC15973518,Conta Corrente,2971.56,2021-12-08
AC32721164,Conta Digital,2839.31,2023-08-03
AC60581726,Conta Corrente,1069.64,2022-10-09
AC11222480,Conta PJ,2663.97,2021-11-18
AC34412062,Conta Corrente,19693.74,2023-04-22
AC63359143,Conta Digital,6159.61,2022-08-12
AC62262539,Conta Corrente,8846.05,2022-08-22
AC59691739,Conta Digital,5187.85,2022-07-04
AC26675121,Conta Digital,19120.66,2023-04-23
AC33011500,Conta Pagamento,3924.32,2022-10-14
AC71092659,Conta Pagamento,2360.4,2022-10-08
AC31157991,Conta Corrente,1132.02,2021-11-24
AC96234216,Conta Corrente,2945.77,2021-08-01
AC59905207,Conta Pagamento,6666.25,2022-06-05
AC81654720,Conta Corrente,1476.05,2021-11-27
AC49025728,Conta Corrente,7781.1,2022-01-26
AC22780146,Conta Digital,10116.58,2023-10-09
AC46682903,Conta Digital,8810.22,2022-12-03
AC35356800,Conta Pagamento,240.71,2021-02-09
AC53313332,Conta Digital,1730.65,2022-03-08
AC45869626,Conta Digital,3670.05,2023-02-12
AC13810282,Conta Corrente,9989.77,2022-12-14
AC91704913,Conta Pagamento,9225.26,2022-05-06
AC68487656,Conta Corrente,11560.39,2023-12-06
AC69213943,Conta Corrente,1652.95,2021-12-26
AC50787196,Conta Corrente,7510.31,2022-01-10
AC67678664,Conta Corrente,16801.69,2023-07-21
AC73082557,Conta Pagamento,709.69,2021-04-07
AC32684908,Conta PJ,1599.77,2022-11-20
AC35404872,Conta Pagamento,8522.92,2023-09-03
AC96307896,Conta Corrente,2309.49,2021-08-10
AC13501336,Conta Corrente,2680.36,2023-07-15
AC80222334,Conta Corrente,111.97,2021-05-08
AC54463310,Conta PJ,1202.93,2021-01-26
AC69531588,Conta Corrente,7309.46,2023-01-12
AC75344163,Conta Digital,15762.08,2023-02-14
AC99528127,Conta Digital,3905.49,2022-05-06
AC29694289,Conta Corrente,1290.79,2022-03-25
AC42821128,Conta Corrente,6141.33,2022-06-24
AC64242914,Conta Corrente,3342.39,2022-11-02
AC14345623,Conta Pagamento,2574.25,2022-07-19
AC45174888,Conta Corrente,3109.11,2022-10-17
AC44245057,Conta Corrente,10915.2,2023-10-09
AC40412979,Conta Digital,5847.92,2022-12-05
AC29923387,Conta Corrente,6435.82,2022-01-22
AC62513355,Conta Corrente,5892.66,2022-12-02
AC42001050,Conta Pagamento,5615.19,2022-09-04
AC10552686,Conta Pagamento,8030.25,2023-06-01
AC89448907,Conta Corrente,13688.19,2023-02-14
AC76118848,Conta Corrente,557.62,2022-04-17
AC86616856,Conta Digital,1549.18,2021-10-20
AC94901850,Conta Digital,2732.47,2023-09-06
AC21759824,Conta Digital,1086.43,2022-06-16
AC32517861,Conta Digital,2954.82,2022-05-01
AC48934053,Conta PJ,6250.37,2023-12-06
AC31566849,Conta Digital,1089.84,2021-03-04
AC64735192,Conta Pagamento,1954.8,2022-05-03
AC98821879,Conta Pagamento,669.81,2021-04-22
AC81848736,Conta Corrente,2216.58,2022-09-16
AC77682255,Conta Corrente,10550.52,2023-06-04
AC74534262,Conta Digital,8086.08,2022-08-23
AC99742642,Conta Pagamento,19398.73,2023-08-18
AC33470912,Conta Corrente,434.63,2021-03-14
AC30503087,Conta Digital,2778.56,2022-06-18
AC25208744,Conta Pagamento,7540.25,2022-08-11
AC69478850,Conta Digital,14234.41,2023-07-25
AC76638776,Conta Pagamento,1514.73,2021-11-11
AC60015627,Conta Corrente,7293.66,2022-03-15
AC78521627,Conta Pagamento,1835.92,2021-09-27
AC62150753,Conta Corrente,4643.25,2022-09-01
AC44500306,Conta Pagamento,4734.41,2022-06-06
AC37263626,Conta Pagamento,1905.2,2022-05-20
AC68518527,Conta Digital,8611.91,2023-12-18
AC21116552,Conta Corrente,1437.72,2021-06-10
AC77232091,Conta Pagamento,1719.34,2021-04-27
AC37721558,Conta Corrente,1071.16,2023-02-05
AC65436852,Conta Digital,1005.02,2023-11-28
AC49938036,Conta PJ,2174.43,2022-03-09
AC93851143,Conta Corrente,7990.61,2022-10-07
AC20873866,Conta Corrente,136.64,2021-06-19
AC12086801,Conta Corrente,1626.49,2021-12-07
AC21956817,Conta Corrente,1066.84,2021-07-09
AC61344470,Conta Pagamento,2805.18,2022-09-05
AC95852171,Conta Corrente,1059.03,2023-06-18
AC67104092,Conta Corrente,2453.55,2022-06-25
AC13622029,Conta Digital,3028.13,2022-05-21
AC51501537,Conta Corrente,9216.56,2022-09-04
AC15359134,Conta Corrente,6494.98,2022-10-19
AC17839398,Conta Pagamento,3909.34,2022-04-22
AC92409812,Conta Pagamento,9191.66,2022-12-04
AC81984727,Conta Pagamento,7487.26,2022-01-14
AC43620747,Conta Pagamento,5709.33,2022-04-28
AC61508607,Conta Corrente,9291.99,2023-04-11
AC76087186,Conta PJ,7345.87,2022-12-26
AC47083016,Conta Pagamento,12879.86,2023-06-18
AC91530967,Conta Digital,6585.94,2022-02-15
AC84966663,Conta Pagamento,19681.31,2023-08-18
AC30056075,Conta Corrente,896.7,2021-01-15
AC96701115,Conta PJ,18627.54,2023-08-04
AC70732528,Conta Pagamento,11171.28,2023-03-11
AC64043084,Conta Pagamento,2407.28,2022-04-24
AC64826718,Conta Digital,7618.61,2022-07-11
AC26453204,Conta Digital,3693.26,2022-06-08
AC65217944,Conta Pagamento,1422.73,2022-08-12
AC87746585,Conta Corrente,7576.67,2022-09-08
AC43459949,Conta Pagamento,3375.17,2022-06-06
AC29641963,Conta Corrente,59.44,2021-11-05
AC22611121,Conta Pagamento,8281.17,2022-06-28
AC49878650,Conta Pagamento,9887.02,2022-12-25
AC11964668,Conta PJ,4500.34,2022-09-20
AC16905168,Conta Corrente,2848.94,2023-06-08
AC99068096,Conta Corrente,15730.21,2023-05-07
AC54955102,Conta Pagamento,1576.71,2021-10-04
AC10404570,Conta Digital,4338.15,2022-03-01
AC92144133,Conta Digital,409.07,2021-11-09
AC55017300,Conta Digital,7707.64,2022-10-15
AC11741109,Conta Corrente,6329.26,2023-02-22
AC53409187,Conta Pagamento,1337.32,2021-10-06
AC84893853,Conta PJ,2184.82,2021-04-17
AC60572217,Conta Corrente,2684.83,2021-05-27
AC84941086,Conta Corrente,636.56,2021-03-15
AC98228770,Conta Pagamento,3287.15,2022-12-10
AC47997208,Conta Corrente,921.26,2021-07-05
